nome_prato;tipo_prato;dia_semana;dia_mes;turno;campus
Acelga refogada,Guarnição 1,Sexta-Feira,15-08-2021,Jantar,Fundao
Couve ao alho,Guarnição 1,Sábado,16-08-2021,Jantar,Fundao
Chuchu c/milho,Guarnição 1,Domingo,17-08-2021,Jantar,Fundao
Espaguete ao alho e óleo ,Guarnição 2,Segunda-Feira,11-08-2021,Jantar,Fundao
Brócolis refogado,Guarnição 2,Terça-Feira,12-08-2021,Jantar,Fundao
Seleta de legumes,Guarnição 2,Quarta-Feira,13-08-2021,Jantar,Fundao
Farofa de alho poró,Guarnição 2,Quinta-Feira,14-08-2021,Jantar,Fundao
Purê de banana da terra,Guarnição 2,Sexta-Feira,15-08-2021,Jantar,Fundao
Abóbora com tomilho,Guarnição 2,Sábado,16-08-2021,Jantar,Fundao
Creme de espinafre,Guarnição 2,Domingo,17-08-2021,Jantar,Fundao
Carne ao molho de vinho,Prato Principal,Segunda-Feira,11-08-2021,Jantar,Fundao
Fricassê de frango ,Prato Principal,Terça-Feira,12-08-2021,Jantar,Fundao
Carne ao molho de champignon,Prato Principal,Quarta-Feira,13-08-2021,Jantar,Fundao
Frango ao molho shoyu,Prato Principal,Quinta-Feira,14-08-2021,Jantar,Fundao
Lombinho suíno à Provençal,Prato Principal,Sexta-Feira,15-08-2021,Jantar,Fundao
Panqueca à bolonhesa,Prato Principal,Sábado,16-08-2021,Jantar,Fundao
Filé de peixe à milanesa,Prato Principal,Domingo,17-08-2021,Jantar,Fundao
Quibe de quinoa com cenoura e espinafre,Prato Vegano,Segunda-Feira,11-08-2021,Jantar,Fundao
Ervilha seca à primavera,Prato Vegano,Terça-Feira,12-08-2021,Jantar,Fundao
Quibe de berinjela,Prato Vegano,Quarta-Feira,13-08-2021,Jantar,Fundao
Hambúrguer de legumes com molho de agrião,Prato Vegano,Quinta-Feira,14-08-2021,Jantar,Fundao
Almôndegas de soja ao sugo,Prato Vegano,Sexta-Feira,15-08-2021,Jantar,Fundao
Panqueca de lentilha,Prato Vegano,Sábado,16-08-2021,Jantar,Fundao
Tomate recheado com proteína de soja,Prato Vegano,Domingo,17-08-2021,Jantar,Fundao
Arroz brancoFeijão preto,Acompanhamento,Segunda-Feira,11-08-2021,Jantar,Fundao
Arroz branco Feijão preto,Acompanhamento,Terça-Feira,12-08-2021,Jantar,Fundao
Arroz brancoFeijão carioca,Acompanhamento,Quarta-Feira,13-08-2021,Jantar,Fundao
Arroz brancoFeijão preto,Acompanhamento,Quinta-Feira,14-08-2021,Jantar,Fundao
Arroz branco Feijão vermelho,Acompanhamento,Sexta-Feira,15-08-2021,Jantar,Fundao
Arroz brancoFeijão preto,Acompanhamento,Sábado,16-08-2021,Jantar,Fundao
Arroz branco Feijão preto,Acompanhamento,Domingo,17-08-2021,Jantar,Fundao
Banana,Sobremesa ,Segunda-Feira,11-08-2021,Jantar,Fundao
Laranja,Sobremesa ,Terça-Feira,12-08-2021,Jantar,Fundao
Doce de leite,Sobremesa ,Quarta-Feira,13-08-2021,Jantar,Fundao
Maçã,Sobremesa ,Quinta-Feira,14-08-2021,Jantar,Fundao
Pera,Sobremesa ,Sexta-Feira,15-08-2021,Jantar,Fundao
Laranja,Sobremesa ,Sábado,16-08-2021,Jantar,Fundao
Pera,Sobremesa ,Domingo,17-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Segunda-Feira,11-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Terça-Feira,12-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Quarta-Feira,13-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Quinta-Feira,14-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Sexta-Feira,15-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Sábado,16-08-2021,Jantar,Fundao
Nossas preparações podem conter glúten   ,Atenção o cardápio poderá sofrer alteração sem comunicação prévia,Domingo,17-08-2021,Jantar,Fundao
